UTD;ZONA;TURMA;CARTEIRA;DATA_PEDIDO;NOTAS_ESPERADAS_ATENA;NOTAS_GERADAS_TAB4;DEFASAGEM_GERACAO;DIA_SEMANA;FLAG_DEF
PERIPERI;349;STC;CORTE;2022-08-18;7;6;1;5;N
IBOTIRAMA;168;STC;CORTE;2022-08-12;9;9;0;6;N
TEIXEIRA DE FREITAS;469;STC;CORTE;2022-08-04;16;16;0;5;N
ILHEUS;180;EPS;RECORTE;2022-08-10;7;7;0;4;N
IRECE;197;EPS;RECORTE;2022-08-10;8;7;1;4;N
IRECE;211;EPS;RECORTE;2022-08-12;12;4;8;6;S
IPIAU;188;EPS;RECORTE;2022-08-24;8;8;0;4;N
JACOBINA;261;STC;RECORTE;2022-08-09;16;15;1;3;N
FEIRA DE SANTANA SUL;123;STC;CORTE;2022-08-16;1;1;0;3;N
IBOTIRAMA;167;EPS;CORTE;2022-08-10;5;5;0;4;N
JUAZEIRO;285;EPS;BAIXA;2022-08-11;7;6;1;5;N
LIVRAMENTO DE NOSSA SENHORA;304;EPS;BAIXA;2022-08-05;5;5;0;6;N
GRACA;134;EPS;BAIXA;2022-08-18;14;11;3;5;N
SERRINHA;463;STC;CORTE;2022-08-08;11;11;0;2;N
VITORIA DA CONQUISTA;503;EPS;CORTE;2022-08-17;15;15;0;4;N
PIRAJA;355;EPS;DISJUNTOR;2022-08-16;17;17;0;3;N
SANTO ANTONIO DE JESUS;8;EPS;CORTE;2022-08-15;4;4;0;2;N
GUANAMBI;151;STC;CORTE;2022-08-04;11;11;0;5;N
ILHEUS;180;STC;RECORTE;2022-08-22;8;7;1;2;S
BRUMADO;44;STC;RECORTE;2022-08-09;5;5;0;3;S
RIBEIRA DO POMBAL;406;EPS;RECORTE;2022-08-04;7;5;2;5;N
PAULO AFONSO;334;EPS;CORTE;2022-08-16;8;8;0;3;N
SENHOR DO BONFIM;448;EPS;CORTE;2022-08-15;6;6;0;2;N
SANTA MARIA DA VITORIA;412;EPS;CORTE;2022-08-09;8;8;0;3;N
ITABERABA;224;STC;CORTE;2022-08-09;11;11;0;3;N
VITORIA DA CONQUISTA;525;EPS;CORTE;2022-08-22;5;5;0;2;N
SENHOR DO BONFIM;450;STC;CORTE;2022-08-05;13;0;13;6;N
SANTO AMARO;424;EPS;CORTE;2022-08-05;21;0;21;6;N
ILHEUS;180;STC;RECORTE;2022-08-24;21;21;0;4;N
IRECE;197;STC;RECORTE;2022-08-24;21;19;2;4;N
VITORIA DA CONQUISTA;519;EPS;BAIXA;2022-08-19;7;0;7;6;S
SANTO AMARO;419;EPS;CORTE;2022-08-16;22;22;0;3;N
EUNAPOLIS;97;STC;CORTE;2022-08-23;21;21;0;3;N
EUNAPOLIS;98;STC;CORTE;2022-08-11;21;20;1;5;N
FEIRA DE SANTANA NORTE;109;EPS;RECORTE;2022-08-10;68;67;1;4;N
CAMACARI;51;STC;CORTE;2022-08-04;16;15;1;5;N
IBOTIRAMA;163;STC;CORTE;2022-08-23;16;11;5;3;N
POSTO DA MATA;378;EPS;BAIXA;2022-08-04;14;14;0;5;N
SANTO ANTONIO DE JESUS;428;STC;CORTE;2022-08-16;19;19;0;3;N
VITORIA DA CONQUISTA;500;STC;CORTE;2022-08-18;11;11;0;5;N
SANTA MARIA DA VITORIA;412;EPS;RECORTE;2022-08-10;4;3;1;4;N
ALAGOINHAS;1;EPS;CORTE;2022-08-16;30;29;1;3;N
PAULO AFONSO;346;STC;CORTE;2022-08-09;11;10;1;3;N
CAMACARI;51;STC;CORTE;2022-08-02;10;9;1;3;S
CAMACARI;50;EPS;CORTE;2022-08-02;18;18;0;3;N
SANTO AMARO;420;STC;CORTE;2022-08-18;21;21;0;5;N
ILHEUS;186;EPS;CORTE;2022-08-11;22;21;1;5;N
PITUBA;356;STC;CORTE;2022-08-05;5;5;0;6;S
VITORIA DA CONQUISTA;499;EPS;CORTE;2022-08-16;15;15;0;3;N
JUAZEIRO;286;EPS;CORTE;2022-08-23;15;14;1;3;N
LUIS EDUARDO MAGALHAES;319;EPS;CORTE;2022-08-12;7;7;0;6;N
ALAGOINHAS;2;EPS;CORTE;2022-08-04;36;35;1;5;N
JUAZEIRO;290;EPS;RECORTE;2022-08-25;55;32;23;5;N
SANTO AMARO;420;EPS;CORTE;2022-08-04;15;15;0;5;N
CONCEICAO DO COITE;68;STC;CORTE;2022-08-11;11;11;0;5;N
SANTO ANTONIO DE JESUS;428;EPS;CORTE;2022-08-02;12;11;1;3;N
ITAPETINGA;239;STC;CORTE;2022-08-04;9;9;0;5;N
ESPLANADA;83;STC;CORTE;2022-08-15;11;11;0;2;N
VITORIA DA CONQUISTA;503;EPS;RECORTE;2022-08-18;16;16;0;5;N
ITABUNA;225;EPS;RECORTE;2022-08-24;11;9;2;4;N
IPIAU;188;EPS;BAIXA;2022-08-24;3;3;0;4;N
TEIXEIRA DE FREITAS;469;STC;RECORTE;2022-08-03;4;1;3;4;S
FEIRA DE SANTANA SUL;123;STC;RECORTE;2022-08-17;23;6;17;4;N
IRECE;203;EPS;CORTE;2022-08-11;13;12;1;5;N
SANTO AMARO;422;EPS;DISJUNTOR;2022-08-12;3;3;0;6;N
ITAPETINGA;242;EPS;RECORTE;2022-08-04;9;7;2;5;N
ITAPETINGA;242;STC;RECORTE;2022-08-18;13;7;6;5;N
IRECE;203;STC;CORTE;2022-08-25;19;16;3;5;N
JUAZEIRO;287;STC;CORTE;2022-08-25;8;8;0;5;N
FEIRA DE SANTANA SUL;127;EPS;BAIXA;2022-08-04;7;6;1;5;N
IBOTIRAMA;155;EPS;CORTE;2022-08-08;14;13;1;2;N
RIBEIRA DO POMBAL;397;STC;CORTE;2022-08-25;7;7;0;5;S
ALAGOINHAS;2;STC;CORTE;2022-08-18;1;1;0;5;N
FEIRA DE SANTANA SUL;124;STC;RECORTE;2022-08-05;16;0;16;6;N
GRACA;129;EPS;CORTE;2022-08-05;25;0;25;6;N
IRECE;197;EPS;BAIXA;2022-08-10;4;0;4;4;N
VALENCA;494;EPS;CORTE;2022-08-22;11;11;0;2;N
PITUBA;356;EPS;DISJUNTOR;2022-08-25;4;0;4;5;N
ITAPOAN;252;EPS;CORTE;2022-08-23;126;116;10;3;N
ITABUNA;233;STC;CORTE;2022-08-15;16;16;0;2;N
SANTO AMARO;419;EPS;RECORTE;2022-08-17;21;19;2;4;N
ITAPETINGA;248;STC;CORTE;2022-08-19;9;7;2;6;N
REMANSO;390;STC;CORTE;2022-08-15;18;17;1;2;N
ITAPETINGA;242;EPS;BAIXA;2022-08-04;9;8;1;5;N
IPIAU;527;EPS;CORTE;2022-08-02;11;8;3;3;N
BRUMADO;45;STC;CORTE;2022-08-23;11;11;0;3;N
SENHOR DO BONFIM;447;EPS;CORTE;2022-08-04;7;7;0;5;N
ALAGOINHAS;1;EPS;RECORTE;2022-08-17;14;14;0;4;N
JEQUIE;275;EPS;RECORTE;2022-08-03;9;9;0;4;N
ITABERABA;221;EPS;CORTE;2022-08-08;6;6;0;2;N
PIRAJA;351;EPS;CORTE;2022-08-09;17;17;0;3;N
BARREIRAS;13;STC;CORTE;2022-08-02;14;14;0;3;N
JACOBINA;255;STC;CORTE;2022-08-08;21;20;1;2;N
RIBEIRA DO POMBAL;408;STC;CORTE;2022-08-18;11;11;0;5;N
BRUMADO;46;STC;CORTE;2022-08-11;11;9;2;5;N
SERRINHA;459;EPS;CORTE;2022-08-19;7;7;0;6;N
SANTO ANTONIO DE JESUS;432;EPS;BAIXA;2022-08-04;18;12;6;5;N
CAMACARI;51;STC;RECORTE;2022-08-03;4;3;1;4;S
RIBEIRA DO POMBAL;400;EPS;BAIXA;2022-08-25;20;18;2;5;S
FEIRA DE SANTANA NORTE;115;EPS;CORTE;2022-08-11;20;18;2;5;N
ITAPETINGA;247;EPS;CORTE;2022-08-17;12;10;2;4;N
ITAPOAN;253;STC;CORTE;2022-08-25;19;18;1;5;N
SANTA MARIA DA VITORIA;417;EPS;CORTE;2022-08-23;2;2;0;3;N
ILHEUS;174;EPS;CORTE;2022-08-09;7;7;0;3;N
ITABUNA;232;STC;CORTE;2022-08-25;7;7;0;5;S
CONCEICAO DO COITE;68;STC;RECORTE;2022-08-12;11;5;6;6;N
ALAGOINHAS;2;STC;RECORTE;2022-08-19;16;8;8;6;N
LAURO DE FREITAS;298;EPS;CORTE;2022-08-05;19;0;19;6;N
PERIPERI;347;EPS;CORTE;2022-08-05;32;0;32;6;N
JEQUIE;269;EPS;CORTE;2022-08-25;12;0;12;5;N
SENHOR DO BONFIM;446;EPS;RECORTE;2022-08-17;11;11;0;4;N
JEQUIE;268;STC;CORTE;2022-08-02;11;10;1;3;N
VITORIA DA CONQUISTA;519;EPS;CORTE;2022-08-22;14;14;0;2;N
SANTO ANTONIO DE JESUS;433;EPS;CORTE;2022-08-16;4;4;0;3;N
PAULO AFONSO;403;STC;CORTE;2022-08-12;11;11;0;6;N
JUAZEIRO;284;EPS;CORTE;2022-08-24;16;16;0;4;N
FEIRA DE SANTANA NORTE;112;STC;CORTE;2022-08-12;16;16;0;6;N
GRACA;134;EPS;CORTE;2022-08-19;42;36;6;6;N
GRACA;136;STC;CORTE;2022-08-09;17;13;4;3;N
LAURO DE FREITAS;293;EPS;CORTE;2022-08-16;16;16;0;3;N
CANDEIAS;58;STC;RECORTE;2022-08-16;48;43;5;3;N
SANTO ANTONIO DE JESUS;434;EPS;CORTE;2022-08-04;12;11;1;5;N
SANTA MARIA DA VITORIA;417;EPS;RECORTE;2022-08-24;5;5;0;4;N
JACOBINA;264;EPS;CORTE;2022-08-09;9;9;0;3;N
BRUMADO;44;STC;DISJUNTOR;2022-08-16;10;10;0;3;S
CONCEICAO DO COITE;76;EPS;RECORTE;2022-08-25;6;5;1;5;N
VALENCA;495;EPS;BAIXA;2022-08-11;2;2;0;5;N
PAULO AFONSO;328;EPS;CORTE;2022-08-16;8;8;0;3;N
POSTO DA MATA;381;EPS;CORTE;2022-08-18;7;7;0;5;N
JUAZEIRO;285;EPS;CORTE;2022-08-12;15;14;1;6;N
CONCEICAO DO COITE;72;EPS;CORTE;2022-08-23;7;7;0;3;N
FEIRA DE SANTANA SUL;122;STC;RECORTE;2022-08-04;30;18;12;5;S
VITORIA DA CONQUISTA;520;EPS;CORTE;2022-08-10;15;14;1;4;N
IBOTIRAMA;160;EPS;CORTE;2022-08-22;3;3;0;2;N
SANTA MARIA DA VITORIA;413;EPS;CORTE;2022-08-22;2;2;0;2;N
ITABERABA;216;EPS;CORTE;2022-08-19;3;3;0;6;N
ALAGOINHAS;2;EPS;BAIXA;2022-08-05;11;10;1;6;N
SANTO AMARO;420;EPS;BAIXA;2022-08-05;14;13;1;6;N
ESPLANADA;81;EPS;CORTE;2022-08-02;12;12;0;3;N
ESPLANADA;77;STC;CORTE;2022-08-15;22;22;0;2;N
JUAZEIRO;284;EPS;RECORTE;2022-08-25;11;10;1;5;N
ITAPOAN;253;STC;CORTE;2022-08-02;19;13;6;3;N
ITAPOAN;251;EPS;CORTE;2022-08-12;46;43;3;6;N
VITORIA DA CONQUISTA;516;STC;CORTE;2022-08-23;8;8;0;3;N
VALENCA;495;STC;RECORTE;2022-08-02;34;29;5;3;N
BARREIRAS;18;STC;CORTE;2022-08-16;15;12;3;3;N
ILHEUS;180;STC;CORTE;2022-08-23;21;20;1;3;S
ITABUNA;227;STC;DISJUNTOR;2022-08-19;20;20;0;6;S
VITORIA DA CONQUISTA;520;EPS;RECORTE;2022-08-11;15;14;1;5;N
FEIRA DE SANTANA NORTE;108;STC;CORTE;2022-08-11;19;18;1;5;N
GUANAMBI;142;EPS;DISJUNTOR;2022-08-09;11;11;0;3;N
IPIAU;532;EPS;CORTE;2022-08-16;8;7;1;3;N
ITABERABA;214;STC;CORTE;2022-08-08;11;10;1;2;N
REMANSO;395;EPS;CORTE;2022-08-15;8;8;0;2;N
ESPLANADA;82;STC;RECORTE;2022-08-03;12;10;2;4;S
CONCEICAO DO COITE;68;EPS;CORTE;2022-08-22;7;7;0;2;N
SERRINHA;456;STC;RECORTE;2022-08-19;5;1;4;6;S
IRECE;197;EPS;CORTE;2022-08-11;13;11;2;5;N
FEIRA DE SANTANA NORTE;107;STC;CORTE;2022-08-23;1;1;0;3;N
AMARGOSA;6;STC;RECORTE;2022-08-09;18;8;10;3;N
LAURO DE FREITAS;294;EPS;RECORTE;2022-08-05;9;9;0;6;N
ILHEUS;179;EPS;CORTE;2022-08-23;45;44;1;3;N
SERRINHA;466;EPS;CORTE;2022-08-09;6;6;0;3;N
IBOTIRAMA;161;EPS;RECORTE;2022-08-11;7;7;0;5;N
IBOTIRAMA;157;EPS;CORTE;2022-08-09;5;5;0;3;N
CAMACARI;53;STC;CORTE;2022-08-05;16;0;16;6;N
JEQUIE;278;STC;CORTE;2022-08-05;11;0;11;6;N
VITORIA DA CONQUISTA;519;EPS;DISJUNTOR;2022-08-05;11;0;11;6;N
FEIRA DE SANTANA SUL;127;EPS;CORTE;2022-08-05;23;0;23;6;N
POSTO DA MATA;378;EPS;CORTE;2022-08-05;10;0;10;6;N
LUIS EDUARDO MAGALHAES;320;EPS;CORTE;2022-08-25;7;0;7;5;N
GUANAMBI;138;EPS;CORTE;2022-08-25;4;0;4;5;N
IPIAU;188;EPS;CORTE;2022-08-25;7;0;7;5;N
RIBEIRA DO POMBAL;410;STC;CORTE;2022-08-19;11;11;0;6;N
JEQUIE;273;STC;CORTE;2022-08-16;11;11;0;3;N
BRUMADO;40;STC;CORTE;2022-08-11;11;11;0;5;N
AMARGOSA;11;STC;CORTE;2022-08-22;18;17;1;2;N
CONCEICAO DO COITE;65;STC;CORTE;2022-08-23;11;11;0;3;N
BARREIRAS;14;STC;CORTE;2022-08-15;15;15;0;2;N
SEABRA;437;EPS;CORTE;2022-08-16;14;14;0;3;N
PIRAJA;354;STC;CORTE;2022-08-12;17;17;0;6;N
FEIRA DE SANTANA SUL;126;EPS;RECORTE;2022-08-18;14;14;0;5;N
ESPLANADA;78;STC;RECORTE;2022-08-02;6;5;1;3;S
LIVRAMENTO DE NOSSA SENHORA;310;STC;CORTE;2022-08-22;4;4;0;2;N
ILHEUS;178;EPS;DISJUNTOR;2022-08-18;31;27;4;5;N
REMANSO;392;STC;CORTE;2022-08-16;9;9;0;3;N
PIRAJA;352;EPS;CORTE;2022-08-22;39;39;0;2;N
FEIRA DE SANTANA SUL;122;EPS;CORTE;2022-08-16;18;17;1;3;N
JUAZEIRO;292;STC;CORTE;2022-08-16;9;9;0;3;N
PORTO SEGURO;374;STC;CORTE;2022-08-23;21;21;0;3;N
SANTO ANTONIO DE JESUS;9;STC;CORTE;2022-08-17;15;15;0;4;S
ESPLANADA;77;STC;RECORTE;2022-08-16;16;14;2;3;N
JACOBINA;260;STC;RECORTE;2022-08-23;11;10;1;3;N
JUAZEIRO;292;EPS;CORTE;2022-08-02;16;16;0;3;N
AMARGOSA;11;EPS;CORTE;2022-08-08;21;20;1;2;N
EUNAPOLIS;87;EPS;CORTE;2022-08-08;8;8;0;2;N
JACOBINA;255;EPS;CORTE;2022-08-19;8;8;0;6;N
IBOTIRAMA;169;STC;CORTE;2022-08-02;9;9;0;3;N
ILHEUS;179;EPS;RECORTE;2022-08-24;8;7;1;4;N
SENHOR DO BONFIM;454;STC;RECORTE;2022-08-09;17;11;6;3;N
PITUBA;359;EPS;CORTE;2022-08-08;27;27;0;2;N
LAURO DE FREITAS;294;EPS;BAIXA;2022-08-05;19;16;3;6;N
PERIPERI;348;EPS;CORTE;2022-08-18;24;18;6;5;N
TEIXEIRA DE FREITAS;473;STC;RECORTE;2022-08-08;17;16;1;2;N
IRECE;198;STC;RECORTE;2022-08-12;18;8;10;6;S
ITAPOAN;253;STC;RECORTE;2022-08-03;19;16;3;4;N
ITAPOAN;251;EPS;RECORTE;2022-08-11;19;10;9;5;S
GUANAMBI;150;EPS;CORTE;2022-08-04;7;7;0;5;N
IRECE;192;EPS;CORTE;2022-08-22;4;4;0;2;N
IBOTIRAMA;166;EPS;CORTE;2022-08-24;5;5;0;4;N
FEIRA DE SANTANA SUL;123;STC;CORTE;2022-08-18;1;1;0;5;N
PIRAJA;355;EPS;DISJUNTOR;2022-08-18;23;21;2;5;N
SERRINHA;462;EPS;CORTE;2022-08-08;8;8;0;2;N
RIBEIRA DO POMBAL;404;EPS;BAIXA;2022-08-04;7;7;0;5;N
PORTO SEGURO;377;EPS;DISJUNTOR;2022-08-05;17;0;17;6;N
SANTO ANTONIO DE JESUS;9;EPS;CORTE;2022-08-05;12;0;12;6;N
SENHOR DO BONFIM;449;EPS;CORTE;2022-08-05;7;0;7;6;N
SANTO ANTONIO DE JESUS;432;EPS;CORTE;2022-08-05;6;0;6;6;N
IBOTIRAMA;158;STC;RECORTE;2022-08-12;1;0;1;6;N
VITORIA DA CONQUISTA;519;EPS;BAIXA;2022-08-23;1;0;1;3;N
EUNAPOLIS;86;EPS;DISJUNTOR;2022-08-03;6;6;0;4;N
PORTO SEGURO;370;EPS;CORTE;2022-08-08;11;11;0;2;N
IPIAU;532;EPS;BAIXA;2022-08-17;4;4;0;4;N
SANTO AMARO;423;EPS;DISJUNTOR;2022-08-02;4;4;0;3;N
LAURO DE FREITAS;296;STC;CORTE;2022-08-17;34;34;0;4;S
IBOTIRAMA;162;EPS;CORTE;2022-08-23;6;6;0;3;N
VALENCA;495;EPS;CORTE;2022-08-12;19;19;0;6;N
PITUBA;356;STC;CORTE;2022-08-09;19;18;1;3;N
GRACA;130;STC;CORTE;2022-08-09;34;29;5;3;N
ITAPETINGA;237;EPS;CORTE;2022-08-16;10;8;2;3;N
TEIXEIRA DE FREITAS;480;EPS;DISJUNTOR;2022-08-15;18;18;0;2;N
ALAGOINHAS;1;EPS;CORTE;2022-08-18;30;29;1;5;N
ALAGOINHAS;3;STC;CORTE;2022-08-08;11;11;0;2;N
AMARGOSA;11;STC;RECORTE;2022-08-23;18;18;0;3;N
LUIS EDUARDO MAGALHAES;320;EPS;CORTE;2022-08-02;9;9;0;3;N
LAURO DE FREITAS;295;EPS;CORTE;2022-08-17;16;16;0;4;N
PAULO AFONSO;346;STC;CORTE;2022-08-11;11;11;0;5;N
SANTO ANTONIO DE JESUS;428;EPS;CORTE;2022-08-04;12;11;1;5;N
VITORIA DA CONQUISTA;501;STC;CORTE;2022-08-08;11;11;0;2;N
EUNAPOLIS;97;STC;CORTE;2022-08-23;10;10;0;3;S
PIRAJA;350;STC;CORTE;2022-08-11;17;16;1;5;N
ILHEUS;187;STC;CORTE;2022-08-15;10;9;1;2;N
SANTO AMARO;419;EPS;CORTE;2022-08-18;20;19;1;5;N
SANTO ANTONIO DE JESUS;427;EPS;CORTE;2022-08-16;4;4;0;3;N
PAULO AFONSO;336;STC;RECORTE;2022-08-09;11;11;0;3;N
SERRINHA;462;STC;RECORTE;2022-08-23;11;8;3;3;N
TEIXEIRA DE FREITAS;479;STC;CORTE;2022-08-09;17;17;0;3;N
ILHEUS;179;EPS;BAIXA;2022-08-24;1;1;0;4;N
FEIRA DE SANTANA SUL;123;EPS;RECORTE;2022-08-05;26;26;0;6;N
VITORIA DA CONQUISTA;522;STC;CORTE;2022-08-25;11;11;0;5;N
IBOTIRAMA;163;STC;CORTE;2022-08-25;14;14;0;5;N
PAULO AFONSO;345;EPS;CORTE;2022-08-09;8;8;0;3;N
CAMACARI;52;EPS;BAIXA;2022-08-04;10;10;0;5;N
IRECE;203;STC;CORTE;2022-08-25;11;11;0;5;S
SEABRA;438;STC;RECORTE;2022-08-19;4;3;1;6;N
RIBEIRA DO POMBAL;399;STC;CORTE;2022-08-05;11;0;11;6;N
IPIAU;531;EPS;CORTE;2022-08-05;11;0;11;6;N
PIRAJA;353;STC;RECORTE;2022-08-25;17;6;11;5;N
ITAPOAN;254;STC;CORTE;2022-08-15;19;18;1;2;N
SANTO ANTONIO DE JESUS;427;EPS;RECORTE;2022-08-17;6;6;0;4;N
CANDEIAS;58;EPS;CORTE;2022-08-03;30;30;0;4;N
GUANAMBI;145;STC;DISJUNTOR;2022-08-10;30;30;0;4;S
SENHOR DO BONFIM;454;EPS;CORTE;2022-08-19;20;20;0;6;N
PORTO SEGURO;370;STC;RECORTE;2022-08-23;21;19;2;3;N
BOM JESUS DA LAPA;32;STC;CORTE;2022-08-11;10;10;0;5;N
GUANAMBI;142;STC;CORTE;2022-08-16;16;13;3;3;N
LAURO DE FREITAS;293;EPS;DISJUNTOR;2022-08-24;36;36;0;4;N
ESPLANADA;79;STC;CORTE;2022-08-16;26;26;0;3;N
ILHEUS;187;STC;RECORTE;2022-08-16;18;14;4;3;N
LUIS EDUARDO MAGALHAES;320;EPS;RECORTE;2022-08-03;7;7;0;4;N
BRUMADO;44;EPS;CORTE;2022-08-23;5;4;1;3;N
PIRAJA;353;EPS;BAIXA;2022-08-11;10;9;1;5;N
CONCEICAO DO COITE;64;STC;CORTE;2022-08-12;11;8;3;6;N
CONCEICAO DO COITE;63;EPS;CORTE;2022-08-10;7;7;0;4;N
PAULO AFONSO;345;EPS;RECORTE;2022-08-10;6;6;0;4;N
CAMACARI;50;EPS;RECORTE;2022-08-05;36;36;0;6;N
VALENCA;490;EPS;CORTE;2022-08-23;22;22;0;3;N
REMANSO;394;EPS;RECORTE;2022-08-05;4;4;0;6;N
PAULO AFONSO;341;STC;CORTE;2022-08-22;16;16;0;2;N
IPIAU;526;EPS;CORTE;2022-08-16;8;8;0;3;N
IRECE;206;EPS;BAIXA;2022-08-25;17;16;1;5;S
JUAZEIRO;290;EPS;BAIXA;2022-08-25;36;30;6;5;S
BRUMADO;45;EPS;CORTE;2022-08-11;6;6;0;5;N
FEIRA DE SANTANA SUL;123;EPS;BAIXA;2022-08-05;14;3;11;6;N
ITAPETINGA;238;STC;RECORTE;2022-08-17;18;14;4;4;S
CAMACARI;51;STC;RECORTE;2022-08-05;4;3;1;6;S
ITABUNA;234;STC;CORTE;2022-08-05;16;0;16;6;N
CANDEIAS;59;STC;CORTE;2022-08-05;13;0;13;6;N
ITABUNA;230;STC;CORTE;2022-08-04;16;16;0;5;N
IPIAU;526;EPS;RECORTE;2022-08-17;8;8;0;4;N
IBOTIRAMA;163;STC;CORTE;2022-08-02;9;6;3;3;N
FEIRA DE SANTANA NORTE;110;EPS;CORTE;2022-08-24;48;48;0;4;N
RIBEIRA DO POMBAL;404;STC;CORTE;2022-08-19;11;11;0;6;N
VITORIA DA CONQUISTA;519;EPS;CORTE;2022-08-24;28;26;2;4;N
VITORIA DA CONQUISTA;506;EPS;CORTE;2022-08-08;14;12;2;2;N
JUAZEIRO;286;EPS;CORTE;2022-08-02;14;13;1;3;N
GRACA;135;EPS;CORTE;2022-08-09;84;77;7;3;N
GUANAMBI;152;STC;CORTE;2022-08-19;21;20;1;6;N
ITAPOAN;254;STC;RECORTE;2022-08-16;19;17;2;3;N
AMARGOSA;5;EPS;CORTE;2022-08-08;14;12;2;2;N
ITABERABA;218;STC;CORTE;2022-08-11;11;10;1;5;N
CONCEICAO DO COITE;76;EPS;RECORTE;2022-08-25;17;11;6;5;S
BRUMADO;44;EPS;RECORTE;2022-08-24;3;2;1;4;N
VITORIA DA CONQUISTA;506;STC;CORTE;2022-08-22;11;11;0;2;N
ESPLANADA;83;EPS;BAIXA;2022-08-04;6;6;0;5;N
IBOTIRAMA;161;EPS;CORTE;2022-08-12;7;7;0;6;N
CANDEIAS;58;STC;RECORTE;2022-08-18;8;4;4;5;N
SERRINHA;456;EPS;CORTE;2022-08-08;8;7;1;2;N
REMANSO;390;STC;RECORTE;2022-08-18;11;11;0;5;N
BOM JESUS DA LAPA;27;EPS;CORTE;2022-08-08;6;4;2;2;N
ITABERABA;217;EPS;CORTE;2022-08-09;5;4;1;3;N
CONCEICAO DO COITE;61;EPS;DISJUNTOR;2022-08-17;6;6;0;4;N
VALENCA;491;STC;CORTE;2022-08-02;34;34;0;3;N
ITAPOAN;252;EPS;CORTE;2022-08-02;46;46;0;3;N
JACOBINA;260;EPS;CORTE;2022-08-10;7;7;0;4;N
RIBEIRA DO POMBAL;400;STC;CORTE;2022-08-18;11;9;2;5;N
IPIAU;189;EPS;CORTE;2022-08-15;8;8;0;2;N
JACOBINA;261;STC;CORTE;2022-08-12;36;35;1;6;N
PITUBA;359;EPS;DISJUNTOR;2022-08-16;13;11;2;3;N
PITUBA;357;STC;CORTE;2022-08-22;19;19;0;2;N
CAMACARI;52;STC;CORTE;2022-08-17;10;10;0;4;S
VITORIA DA CONQUISTA;506;STC;RECORTE;2022-08-23;11;7;4;3;N
VITORIA DA CONQUISTA;519;EPS;RECORTE;2022-08-25;16;14;2;5;N
CAMACARI;51;EPS;CORTE;2022-08-17;21;21;0;4;N
BARREIRAS;18;EPS;CORTE;2022-08-04;8;7;1;5;N
BARREIRAS;18;STC;CORTE;2022-08-18;21;21;0;5;N
SENHOR DO BONFIM;453;EPS;CORTE;2022-08-08;8;7;1;2;N
CAMACARI;57;STC;RECORTE;2022-08-09;13;8;5;3;N
ITABERABA;217;EPS;RECORTE;2022-08-10;6;6;0;4;N
JACOBINA;259;EPS;CORTE;2022-08-22;7;6;1;2;N
IBOTIRAMA;156;EPS;CORTE;2022-08-23;7;7;0;3;N
LUIS EDUARDO MAGALHAES;321;EPS;CORTE;2022-08-15;7;6;1;2;N
VITORIA DA CONQUISTA;509;EPS;BAIXA;2022-08-22;31;3;28;2;N
ITABUNA;233;EPS;BAIXA;2022-08-04;5;3;2;5;N
IBOTIRAMA;171;EPS;CORTE;2022-08-15;7;7;0;2;N
FEIRA DE SANTANA NORTE;110;EPS;RECORTE;2022-08-25;36;36;0;5;N
ITAPETINGA;245;STC;RECORTE;2022-08-09;13;10;3;3;N
REMANSO;390;EPS;BAIXA;2022-08-04;12;12;0;5;N
FEIRA DE SANTANA NORTE;107;STC;CORTE;2022-08-25;20;20;0;5;N
CONCEICAO DO COITE;68;EPS;CORTE;2022-08-24;7;7;0;4;N
IPIAU;532;EPS;CORTE;2022-08-18;8;7;1;5;N
IPIAU;526;EPS;BAIXA;2022-08-17;4;3;1;4;N
GUANAMBI;141;STC;CORTE;2022-08-05;11;0;11;6;N
LUIS EDUARDO MAGALHAES;323;STC;CORTE;2022-08-05;11;0;11;6;N
CAMACARI;52;EPS;CORTE;2022-08-05;19;0;19;6;N
PAULO AFONSO;325;EPS;CORTE;2022-08-05;9;0;9;6;N
ITABERABA;217;STC;RECORTE;2022-08-24;63;62;1;4;N
BRUMADO;44;EPS;BAIXA;2022-08-24;1;0;1;4;N
PIRAJA;353;EPS;CORTE;2022-08-12;48;47;1;6;N
RIBEIRA DO POMBAL;409;EPS;CORTE;2022-08-19;10;10;0;6;N
JUAZEIRO;292;STC;CORTE;2022-08-18;9;9;0;5;N
CANDEIAS;59;EPS;CORTE;2022-08-16;16;14;2;3;N
VITORIA DA CONQUISTA;513;STC;CORTE;2022-08-12;11;11;0;6;N
JACOBINA;256;EPS;CORTE;2022-08-09;9;9;0;3;N
CAMACARI;50;EPS;DISJUNTOR;2022-08-12;30;30;0;6;N
AMARGOSA;10;EPS;CORTE;2022-08-22;5;5;0;2;N
BARREIRAS;17;EPS;RECORTE;2022-08-17;8;8;0;4;N
AMARGOSA;12;STC;CORTE;2022-08-12;16;16;0;6;N
IRECE;193;EPS;CORTE;2022-08-12;39;37;2;6;N
GUANAMBI;151;STC;CORTE;2022-08-08;8;8;0;2;N
BOM JESUS DA LAPA;34;STC;CORTE;2022-08-12;11;11;0;6;N
REMANSO;391;EPS;CORTE;2022-08-16;20;20;0;3;N
JUAZEIRO;291;EPS;CORTE;2022-08-16;15;10;5;3;N
IRECE;208;EPS;CORTE;2022-08-04;13;10;3;5;N
IBOTIRAMA;154;STC;CORTE;2022-08-12;9;9;0;6;N
